# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Cl35  Cl37  Ni58  Ni60  Ni61  Ni62
5.957016E+02  1.137365E+02  2.079732E+00  1.272007E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.095773E+02  1.096994E+02  1.932947E+00  1.491663E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.237762E+02  1.053984E+02  1.615627E+00  1.032544E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.383058E+02  1.024829E+02  1.566980E+00  9.496850E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.531738E+02  9.956424E+01  1.450106E+00  5.800422E-02  5.800422E-03  1.160084E-02  0.000000E+00  1.011986E-03  0.000000E+00
6.683882E+02  9.600549E+01  1.122341E+00  4.534711E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E+02  9.355979E+01  1.141108E+00  4.431488E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+02  9.114321E+01  8.552965E-01  4.871942E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  8.680439E+01  8.569877E-01  3.703033E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.328731E+02  8.389795E+01  8.116322E-01  2.067853E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.499439E+02  8.063933E+01  5.910789E-01  3.031174E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  7.844336E+01  6.911744E-01  1.974784E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  7.490644E+01  5.403531E-01  1.447374E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  7.381900E+01  4.761908E-01  1.414428E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  7.144756E+01  5.482852E-01  9.214878E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  6.827233E+01  4.457535E-01  4.502561E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  6.594825E+01  3.520056E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  6.482118E+01  2.837942E-01  1.289974E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  6.164384E+01  3.361627E-01  4.202034E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  5.921406E+01  3.038724E-01  0.000000E+00  4.106384E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  5.824340E+01  2.327489E-01  4.012912E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  5.493330E+01  2.235293E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  5.283593E+01  2.107765E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
