# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  F19  Mg24  Mg25  Mg26  Al27  Si28  Si29  Si30  K39  K41
9.441234E+00  9.594944E+03  1.593752E+04  1.406458E+03  3.537166E+03  1.937008E+02  3.688823E+02  5.610815E+02  1.945516E+03  1.476530E+02  8.008300E+01  5.126813E+03  5.906121E+01
9.661149E+00  9.332515E+03  1.557278E+04  1.339715E+03  3.363716E+03  1.824438E+02  3.350510E+02  5.424402E+02  2.001991E+03  1.482050E+02  8.999910E+01  5.010113E+03  6.603195E+01
9.886186E+00  9.220938E+03  1.505913E+04  1.351282E+03  3.314394E+03  1.811588E+02  3.283803E+02  5.147970E+02  1.962156E+03  1.357496E+02  7.265474E+01  4.859741E+03  7.074277E+01
1.011646E+01  8.816258E+03  1.486535E+04  1.321458E+03  3.221199E+03  2.013250E+02  3.283792E+02  5.362437E+02  1.869846E+03  1.546138E+02  7.660625E+01  4.729034E+03  5.511913E+01
1.035211E+01  8.643421E+03  1.460868E+04  1.274032E+03  3.095381E+03  1.844173E+02  3.058406E+02  5.112559E+02  1.841434E+03  1.396824E+02  8.034022E+01  4.698077E+03  5.934221E+01
1.059324E+01  8.454256E+03  1.420879E+04  1.203545E+03  3.094065E+03  1.891412E+02  2.926336E+02  5.018488E+02  1.849926E+03  1.293655E+02  7.360449E+01  4.604072E+03  5.085401E+01
1.083999E+01  8.301483E+03  1.391108E+04  1.226717E+03  3.069408E+03  1.538846E+02  2.724585E+02  4.912972E+02  1.768147E+03  1.281645E+02  7.018531E+01  4.409032E+03  5.536357E+01
1.109248E+01  8.008998E+03  1.360465E+04  1.197516E+03  2.875571E+03  1.729603E+02  2.905392E+02  4.775578E+02  1.786262E+03  1.222650E+02  7.071775E+01  4.381518E+03  6.304956E+01
1.135086E+01  7.852919E+03  1.323876E+04  1.178583E+03  2.890880E+03  1.677743E+02  2.772647E+02  4.483695E+02  1.768083E+03  1.178167E+02  5.536968E+01  4.278452E+03  5.120654E+01
1.161526E+01  7.609884E+03  1.303627E+04  1.161113E+03  2.797411E+03  1.627348E+02  2.713602E+02  4.349086E+02  1.654606E+03  1.143212E+02  6.997595E+01  4.167637E+03  5.492298E+01
1.188581E+01  7.555140E+03  1.274907E+04  1.160525E+03  2.748444E+03  1.498862E+02  2.639906E+02  4.580077E+02  1.629267E+03  1.288147E+02  6.798552E+01  4.100998E+03  5.168490E+01
1.216267E+01  7.338483E+03  1.252725E+04  1.129057E+03  2.674615E+03  1.534679E+02  2.832356E+02  4.207739E+02  1.613161E+03  1.083988E+02  6.643798E+01  4.051940E+03  5.905599E+01
1.244597E+01  7.168402E+03  1.217907E+04  1.094244E+03  2.596267E+03  1.435199E+02  2.604621E+02  4.275223E+02  1.581756E+03  1.074501E+02  6.910218E+01  3.896300E+03  5.353520E+01
1.273587E+01  6.898740E+03  1.205211E+04  1.089372E+03  2.605069E+03  1.524973E+02  2.341260E+02  3.806867E+02  1.527941E+03  1.087146E+02  5.973739E+01  3.918550E+03  3.710397E+01
1.303253E+01  6.771076E+03  1.167262E+04  1.036293E+03  2.551572E+03  1.399612E+02  2.186440E+02  4.071928E+02  1.512379E+03  1.120415E+02  5.547685E+01  3.753933E+03  4.061050E+01
1.333610E+01  6.653090E+03  1.133109E+04  1.012704E+03  2.431836E+03  1.498859E+02  2.405969E+02  4.053651E+02  1.469803E+03  9.992392E+01  5.279668E+01  3.661042E+03  4.641856E+01
1.364674E+01  6.476023E+03  1.113549E+04  1.005581E+03  2.382714E+03  1.385097E+02  2.455085E+02  3.812481E+02  1.379211E+03  9.591800E+01  5.678900E+01  3.569396E+03  3.809018E+01
1.396461E+01  6.228447E+03  1.090570E+04  9.535892E+02  2.398524E+03  1.231748E+02  2.392433E+02  3.911814E+02  1.382332E+03  9.238107E+01  5.820346E+01  3.525032E+03  4.534455E+01
1.428989E+01  6.233165E+03  1.075038E+04  9.295680E+02  2.297300E+03  1.299610E+02  2.123026E+02  3.657425E+02  1.390880E+03  9.887615E+01  5.522514E+01  3.434871E+03  4.034411E+01
1.462274E+01  5.985284E+03  1.040226E+04  9.177802E+02  2.187161E+03  1.237711E+02  2.281524E+02  3.664658E+02  1.318824E+03  9.791810E+01  5.493755E+01  3.296576E+03  4.071842E+01
1.496335E+01  5.902414E+03  1.022580E+04  8.836251E+02  2.194220E+03  1.184272E+02  2.030632E+02  3.379124E+02  1.267961E+03  9.126793E+01  5.210799E+01  3.277119E+03  4.516025E+01
1.531189E+01  5.748924E+03  1.002852E+04  8.826456E+02  2.131311E+03  1.271503E+02  2.157235E+02  3.367015E+02  1.269343E+03  8.240083E+01  5.246495E+01  3.194807E+03  4.135473E+01
1.566855E+01  5.631031E+03  9.775513E+03  8.550143E+02  2.086718E+03  1.212401E+02  2.077971E+02  3.299420E+02  1.241656E+03  8.595382E+01  4.765159E+01  3.120275E+03  3.800064E+01
1.603352E+01  5.549715E+03  9.581879E+03  8.449831E+02  2.017703E+03  1.178909E+02  2.027724E+02  3.356944E+02  1.176846E+03  8.281837E+01  4.745109E+01  3.056027E+03  3.831455E+01
1.640699E+01  5.355127E+03  9.298676E+03  8.116360E+02  1.990496E+03  1.224078E+02  1.932604E+02  3.346775E+02  1.161867E+03  9.591015E+01  4.637097E+01  2.942973E+03  3.571429E+01
1.678915E+01  5.234637E+03  9.112626E+03  7.996346E+02  1.949127E+03  1.069557E+02  1.928017E+02  2.963799E+02  1.204096E+03  8.134262E+01  4.953738E+01  2.898218E+03  3.715303E+01
1.718022E+01  5.069548E+03  8.922250E+03  7.877590E+02  1.903934E+03  1.135979E+02  1.897883E+02  2.934842E+02  1.160184E+03  7.866587E+01  4.345877E+01  2.837473E+03  4.125833E+01
1.758040E+01  4.979686E+03  8.783935E+03  7.881054E+02  1.883712E+03  9.945396E+01  1.935320E+02  2.994370E+02  1.100176E+03  8.144473E+01  4.300712E+01  2.762132E+03  3.306172E+01
1.798990E+01  4.898381E+03  8.598172E+03  7.262990E+02  1.807473E+03  1.013929E+02  1.773063E+02  3.005013E+02  1.070667E+03  7.696406E+01  4.806970E+01  2.723687E+03  3.887604E+01
1.840894E+01  4.680865E+03  8.468168E+03  7.426236E+02  1.793027E+03  1.031921E+02  1.642859E+02  2.854468E+02  1.068372E+03  7.572554E+01  3.824781E+01  2.615740E+03  3.824781E+01
1.883774E+01  4.594885E+03  8.165034E+03  7.272246E+02  1.766511E+03  9.858547E+01  1.791095E+02  2.797018E+02  1.048317E+03  7.074072E+01  3.762804E+01  2.577019E+03  3.461780E+01
1.927653E+01  4.528535E+03  7.927205E+03  6.778217E+02  1.743460E+03  9.413509E+01  1.689039E+02  2.581361E+02  1.034260E+03  7.550419E+01  4.118410E+01  2.482568E+03  2.990750E+01
1.972553E+01  4.425932E+03  7.830127E+03  6.815577E+02  1.700181E+03  9.342970E+01  1.614657E+02  2.596866E+02  9.917922E+02  7.402507E+01  3.713232E+01  2.420548E+03  2.826847E+01
2.018500E+01  4.252612E+03  7.669216E+03  6.690870E+02  1.650945E+03  8.662077E+01  1.613019E+02  2.689926E+02  9.441664E+02  6.672141E+01  3.605297E+01  2.342975E+03  3.535064E+01
2.065517E+01  4.209345E+03  7.414112E+03  6.282332E+02  1.610848E+03  8.670808E+01  1.590029E+02  2.525744E+02  9.572206E+02  6.543142E+01  3.614743E+01  2.355531E+03  2.699618E+01
2.113629E+01  4.084688E+03  7.308842E+03  6.362902E+02  1.548247E+03  9.211228E+01  1.527007E+02  2.448130E+02  9.130742E+02  6.505989E+01  3.554819E+01  2.244007E+03  2.884098E+01
2.162862E+01  3.996297E+03  7.099212E+03  6.270501E+02  1.515189E+03  1.007213E+02  1.409224E+02  2.416437E+02  8.975337E+02  5.964623E+01  4.085657E+01  2.216305E+03  2.578115E+01
2.213241E+01  3.876506E+03  7.004657E+03  6.258009E+02  1.465753E+03  7.622344E+01  1.394227E+02  2.434026E+02  8.850033E+02  6.085065E+01  3.266719E+01  2.151978E+03  2.946452E+01
2.264794E+01  3.804333E+03  6.865242E+03  5.990368E+02  1.448246E+03  8.512958E+01  1.347885E+02  2.270122E+02  8.535910E+02  5.988282E+01  3.484471E+01  2.098194E+03  2.649867E+01
2.317548E+01  3.718755E+03  6.692046E+03  5.786723E+02  1.411814E+03  7.727865E+01  1.472169E+02  2.238838E+02  8.306946E+02  6.015093E+01  3.486715E+01  2.068173E+03  2.507988E+01
2.371531E+01  3.609198E+03  6.536329E+03  5.682898E+02  1.353574E+03  8.249368E+01  1.416739E+02  2.253632E+02  8.135790E+02  6.017655E+01  3.546830E+01  1.999575E+03  2.450899E+01
2.426771E+01  3.526848E+03  6.360088E+03  5.571065E+02  1.349440E+03  7.983700E+01  1.275445E+02  2.030975E+02  7.983700E+02  5.919621E+01  3.018228E+01  1.951333E+03  2.414582E+01
2.483298E+01  3.414027E+03  6.216837E+03  5.215901E+02  1.329950E+03  7.649735E+01  1.271150E+02  2.142687E+02  7.682085E+02  4.985648E+01  3.158846E+01  1.893785E+03  2.055153E+01
2.541141E+01  3.367928E+03  6.095036E+03  5.398429E+02  1.279593E+03  7.828930E+01  1.221759E+02  2.058581E+02  7.587182E+02  5.076717E+01  2.845193E+01  1.856070E+03  2.491869E+01
2.600332E+01  3.287085E+03  5.956296E+03  5.271911E+02  1.269002E+03  6.505840E+01  1.293899E+02  1.920858E+02  7.467178E+02  5.270094E+01  2.671392E+01  1.837264E+03  2.380629E+01
2.660901E+01  3.134654E+03  5.803133E+03  5.054233E+02  1.208683E+03  7.263462E+01  1.170323E+02  2.008551E+02  6.972213E+02  4.972541E+01  3.090079E+01  1.784787E+03  2.290921E+01
2.722882E+01  3.142612E+03  5.701929E+03  4.939184E+02  1.207028E+03  6.612190E+01  1.171451E+02  1.877792E+02  7.230022E+02  5.171739E+01  2.672644E+01  1.741036E+03  2.273483E+01
2.786306E+01  3.049878E+03  5.534487E+03  4.752132E+02  1.168868E+03  6.342960E+01  1.253328E+02  1.796041E+02  6.734731E+02  5.376252E+01  2.611807E+01  1.700388E+03  2.255651E+01
2.851207E+01  2.992719E+03  5.448946E+03  4.774892E+02  1.158835E+03  6.579772E+01  1.112097E+02  1.826425E+02  6.767055E+02  5.204152E+01  2.701518E+01  1.654059E+03  2.254028E+01
2.917620E+01  2.936582E+03  5.290253E+03  4.488042E+02  1.131161E+03  5.960301E+01  1.146710E+02  1.781612E+02  6.480207E+02  4.777958E+01  2.980150E+01  1.598915E+03  2.429470E+01
2.985580E+01  2.838715E+03  5.125672E+03  4.523583E+02  1.067901E+03  6.505223E+01  1.020893E+02  1.823362E+02  6.527381E+02  4.748338E+01  2.279202E+01  1.572649E+03  1.946818E+01
3.055124E+01  2.758939E+03  5.033127E+03  4.465469E+02  1.054575E+03  6.078730E+01  1.025496E+02  1.641103E+02  6.196284E+02  4.593850E+01  2.552139E+01  1.541182E+03  1.794231E+01
3.126287E+01  2.687674E+03  4.928686E+03  4.416727E+02  1.057626E+03  5.879900E+01  9.779679E+01  1.664208E+02  6.055239E+02  4.020703E+01  2.403352E+01  1.489020E+03  1.466196E+01
3.199107E+01  2.649686E+03  4.844857E+03  4.311759E+02  1.011838E+03  5.362002E+01  9.497981E+01  1.624849E+02  5.975013E+02  4.387092E+01  2.407731E+01  1.446411E+03  2.082761E+01
3.273624E+01  2.600920E+03  4.731110E+03  4.261247E+02  1.006272E+03  5.456475E+01  1.009015E+02  1.521461E+02  5.694654E+02  3.998528E+01  2.439535E+01  1.400495E+03  1.833260E+01
3.349876E+01  2.552436E+03  4.613824E+03  3.969579E+02  9.768775E+02  5.205311E+01  9.098715E+01  1.599681E+02  5.745592E+02  4.034469E+01  2.327578E+01  1.391751E+03  1.438867E+01
3.427905E+01  2.448155E+03  4.517623E+03  3.909548E+02  9.266567E+02  5.334962E+01  8.781319E+01  1.464013E+02  5.640998E+02  4.549192E+01  2.136742E+01  1.342150E+03  1.626681E+01
3.507751E+01  2.386096E+03  4.352281E+03  3.885220E+02  9.180920E+02  5.213523E+01  8.554489E+01  1.488616E+02  5.357670E+02  4.028019E+01  2.195877E+01  1.331132E+03  1.643540E+01
3.589457E+01  2.350608E+03  4.295734E+03  3.766502E+02  9.041711E+02  4.976364E+01  8.781044E+01  1.388906E+02  5.167256E+02  3.725691E+01  2.264377E+01  1.256598E+03  1.395488E+01
3.673066E+01  2.290026E+03  4.143917E+03  3.405448E+02  8.798587E+02  5.030337E+01  8.182339E+01  1.407465E+02  5.032910E+02  3.447904E+01  2.315756E+01  1.223105E+03  1.466646E+01
3.758623E+01  2.212125E+03  4.123013E+03  3.594467E+02  8.599564E+02  4.412934E+01  8.423550E+01  1.326395E+02  5.118249E+02  3.369420E+01  2.087029E+01  1.195893E+03  1.269819E+01
3.846173E+01  2.177006E+03  4.035305E+03  3.614623E+02  8.089285E+02  4.435346E+01  8.108944E+01  1.339204E+02  4.932941E+02  3.378726E+01  2.027236E+01  1.196438E+03  1.732365E+01
3.935762E+01  2.118566E+03  3.892302E+03  3.418281E+02  8.130875E+02  4.838663E+01  7.528143E+01  1.315924E+02  4.648959E+02  3.674022E+01  1.812998E+01  1.141108E+03  1.440793E+01
4.027437E+01  2.090171E+03  3.815201E+03  3.237219E+02  7.914114E+02  4.294389E+01  7.826114E+01  1.258984E+02  4.590069E+02  3.602124E+01  1.748262E+01  1.100115E+03  1.278930E+01
4.121248E+01  2.008309E+03  3.733172E+03  3.142891E+02  7.739700E+02  4.540624E+01  7.693835E+01  1.269311E+02  4.472973E+02  3.084414E+01  1.972190E+01  1.076564E+03  1.284217E+01
4.217245E+01  1.973239E+03  3.602478E+03  3.165474E+02  7.431301E+02  4.112315E+01  7.765217E+01  1.263949E+02  4.442869E+02  2.969383E+01  1.893682E+01  1.062143E+03  1.221369E+01
4.315477E+01  1.908831E+03  3.522118E+03  3.028813E+02  7.354125E+02  4.511465E+01  7.577509E+01  1.091731E+02  4.274941E+02  2.967492E+01  1.795826E+01  1.017598E+03  1.270218E+01
4.415997E+01  1.855322E+03  3.476295E+03  3.065808E+02  7.155692E+02  4.023539E+01  7.137501E+01  1.079721E+02  4.288921E+02  3.263775E+01  1.519528E+01  1.005350E+03  1.284108E+01
4.518859E+01  1.856383E+03  3.355231E+03  2.987656E+02  6.890327E+02  3.785549E+01  6.797257E+01  1.109522E+02  4.051165E+02  3.001250E+01  1.443110E+01  9.690797E+02  1.077104E+01
4.624117E+01  1.798491E+03  3.278345E+03  2.907385E+02  6.953199E+02  3.607406E+01  7.061523E+01  1.058718E+02  3.947708E+02  2.984030E+01  1.686181E+01  9.436484E+02  1.103682E+01
4.731826E+01  1.754656E+03  3.216204E+03  2.799261E+02  6.523287E+02  3.435412E+01  6.740997E+01  1.019638E+02  3.954718E+02  2.916105E+01  1.607853E+01  9.307569E+02  8.888129E+00
4.842045E+01  1.706323E+03  3.134309E+03  2.647708E+02  6.550467E+02  3.698789E+01  6.197179E+01  1.063768E+02  3.738802E+02  2.566706E+01  1.405345E+01  9.095703E+02  1.054008E+01
4.954830E+01  1.677782E+03  3.082801E+03  2.658014E+02  6.234460E+02  3.671817E+01  6.361304E+01  1.002358E+02  3.711874E+02  2.660875E+01  1.392429E+01  8.740833E+02  1.115851E+01
5.070243E+01  1.630364E+03  2.985133E+03  2.547182E+02  6.159651E+02  3.345914E+01  5.787779E+01  9.897941E+01  3.571460E+02  2.581666E+01  1.519175E+01  8.587536E+02  1.183652E+01
5.188344E+01  1.601177E+03  2.921373E+03  2.474628E+02  6.063158E+02  3.643177E+01  5.801760E+01  9.353858E+01  3.508380E+02  2.568440E+01  1.548350E+01  8.150699E+02  1.083845E+01
5.309196E+01  1.550488E+03  2.847042E+03  2.441441E+02  5.862839E+02  3.302131E+01  5.803205E+01  9.301150E+01  3.454331E+02  2.287460E+01  1.210485E+01  7.857469E+02  9.167640E+00
5.432863E+01  1.514412E+03  2.781887E+03  2.403263E+02  5.760698E+02  3.009514E+01  5.558034E+01  9.132920E+01  3.229574E+02  2.357163E+01  1.209025E+01  7.662085E+02  7.828217E+00
5.559411E+01  1.479940E+03  2.731059E+03  2.334108E+02  5.546268E+02  3.068510E+01  5.346517E+01  8.678528E+01  3.179010E+02  2.176007E+01  1.045503E+01  7.627075E+02  9.520031E+00
5.688906E+01  1.421083E+03  2.637992E+03  2.290114E+02  5.560400E+02  3.023582E+01  5.150057E+01  8.364689E+01  3.211310E+02  2.383978E+01  1.179529E+01  7.358767E+02  1.071544E+01
5.821418E+01  1.400181E+03  2.580947E+03  2.192527E+02  5.250375E+02  2.962874E+01  5.641637E+01  7.898292E+01  3.044049E+02  2.069953E+01  1.112092E+01  7.106839E+02  8.604511E+00
5.957016E+01  1.374735E+03  2.526244E+03  2.079157E+02  5.144348E+02  2.974758E+01  5.299035E+01  8.019947E+01  2.871633E+02  2.141826E+01  1.118509E+01  6.916510E+02  8.012014E+00
6.095773E+01  1.355690E+03  2.470522E+03  2.048885E+02  4.931122E+02  2.658976E+01  5.147406E+01  7.821886E+01  2.894641E+02  2.077567E+01  1.093049E+01  6.592401E+02  8.449808E+00
6.237762E+01  1.326422E+03  2.393605E+03  2.021943E+02  4.788573E+02  2.651480E+01  4.962056E+01  7.818079E+01  2.805266E+02  2.075730E+01  9.999868E+00  6.422643E+02  8.257467E+00
6.383058E+01  1.259953E+03  2.339786E+03  2.058094E+02  4.671428E+02  2.598528E+01  4.552977E+01  7.188521E+01  2.761399E+02  1.910029E+01  1.029047E+01  6.249053E+02  8.365633E+00
6.531738E+01  1.241546E+03  2.291011E+03  1.980137E+02  4.669273E+02  2.720246E+01  4.261236E+01  7.212993E+01  2.621854E+02  1.859317E+01  1.070735E+01  6.099573E+02  7.307044E+00
6.683882E+01  1.211164E+03  2.229812E+03  1.977483E+02  4.398256E+02  2.389665E+01  4.220799E+01  7.055875E+01  2.557931E+02  1.873554E+01  9.756621E+00  5.988303E+02  6.363014E+00
6.839570E+01  1.188017E+03  2.159157E+03  1.826761E+02  4.352722E+02  2.597815E+01  4.117813E+01  6.784718E+01  2.570178E+02  1.865452E+01  1.022544E+01  5.820211E+02  6.287265E+00
6.998884E+01  1.156248E+03  2.103595E+03  1.798683E+02  4.264444E+02  2.545433E+01  4.442692E+01  6.819330E+01  2.444156E+02  1.694705E+01  9.857645E+00  5.558767E+02  7.899620E+00
7.161909E+01  1.139958E+03  2.030836E+03  1.809205E+02  4.120527E+02  2.480894E+01  3.958873E+01  6.116459E+01  2.351571E+02  1.735306E+01  9.039427E+00  5.437512E+02  7.191953E+00
7.328731E+01  1.099695E+03  1.986607E+03  1.766088E+02  3.980307E+02  2.243880E+01  4.068644E+01  6.441482E+01  2.323834E+02  1.566847E+01  8.833665E+00  5.144804E+02  5.932096E+00
7.499439E+01  1.080775E+03  1.941954E+03  1.700682E+02  3.957757E+02  2.281019E+01  3.850007E+01  5.822270E+01  2.318826E+02  1.575289E+01  9.199690E+00  5.019502E+02  5.923088E+00
7.674123E+01  1.046998E+03  1.886111E+03  1.546821E+02  3.804243E+02  2.136731E+01  3.731582E+01  5.775947E+01  2.148430E+02  1.588693E+01  8.128198E+00  4.904013E+02  6.096148E+00
7.852877E+01  1.040255E+03  1.851182E+03  1.592246E+02  3.616553E+02  2.118181E+01  3.833185E+01  5.710663E+01  2.151879E+02  1.480319E+01  8.665285E+00  4.750863E+02  6.198086E+00
8.035794E+01  1.010225E+03  1.801105E+03  1.496020E+02  3.692418E+02  2.017040E+01  3.434260E+01  5.674762E+01  2.085255E+02  1.476026E+01  7.821175E+00  4.656833E+02  6.997893E+00
8.222971E+01  9.747019E+02  1.754015E+03  1.518859E+02  3.447460E+02  1.879179E+01  3.120471E+01  5.763964E+01  1.962506E+02  1.494148E+01  7.700610E+00  4.456584E+02  5.057117E+00
8.414509E+01  9.558845E+02  1.733127E+03  1.432619E+02  3.344276E+02  1.954338E+01  3.290925E+01  5.054321E+01  1.931874E+02  1.454521E+01  7.581482E+00  4.274833E+02  4.605048E+00
8.610508E+01  9.423580E+02  1.663327E+03  1.352811E+02  3.306019E+02  1.838506E+01  3.216014E+01  5.306972E+01  1.862105E+02  1.251282E+01  7.738191E+00  4.174782E+02  5.213675E+00
8.811073E+01  9.325990E+02  1.629273E+03  1.404074E+02  3.261871E+02  1.979004E+01  3.014093E+01  5.223713E+01  1.803093E+02  1.174531E+01  7.240259E+00  4.043819E+02  5.684944E+00
9.016309E+01  9.032468E+02  1.585320E+03  1.309745E+02  3.081228E+02  1.713831E+01  3.123680E+01  4.748414E+01  1.762049E+02  1.352197E+01  5.607950E+00  3.837515E+02  5.870004E+00
9.226326E+01  8.739794E+02  1.533869E+03  1.288126E+02  2.972677E+02  1.592871E+01  2.991116E+01  4.814467E+01  1.727574E+02  1.270200E+01  7.426571E+00  3.729675E+02  3.943765E+00
9.441234E+01  8.561873E+02  1.494549E+03  1.226771E+02  2.986095E+02  1.591650E+01  2.812915E+01  4.469632E+01  1.640200E+02  9.860219E+00  5.505706E+00  3.670304E+02  4.554720E+00
9.661149E+01  8.436437E+02  1.471094E+03  1.218901E+02  2.809537E+02  1.501615E+01  2.597257E+01  4.700496E+01  1.591615E+02  1.237488E+01  6.260807E+00  3.453715E+02  4.402130E+00
9.886186E+01  8.130639E+02  1.421691E+03  1.188765E+02  2.736502E+02  1.486554E+01  2.714993E+01  4.125068E+01  1.552995E+02  1.214099E+01  5.449105E+00  3.348332E+02  4.397523E+00
1.011646E+02  7.862417E+02  1.363077E+03  1.185061E+02  2.663468E+02  1.737654E+01  2.723259E+01  4.129264E+01  1.493355E+02  9.529070E+00  5.698757E+00  3.223068E+02  4.110579E+00
1.035211E+02  7.712204E+02  1.333648E+03  1.107873E+02  2.604210E+02  1.474426E+01  2.670399E+01  3.793336E+01  1.439733E+02  1.095548E+01  6.664586E+00  3.094011E+02  3.195350E+00
1.059324E+02  7.533531E+02  1.309223E+03  1.117896E+02  2.489170E+02  1.365029E+01  2.756823E+01  3.782824E+01  1.394024E+02  1.034924E+01  6.066794E+00  2.976298E+02  3.702529E+00
1.083999E+02  7.318453E+02  1.253178E+03  1.044497E+02  2.448203E+02  1.373191E+01  2.188387E+01  3.535421E+01  1.341368E+02  1.059319E+01  5.187610E+00  2.832697E+02  3.531062E+00
1.109248E+02  7.110968E+02  1.215536E+03  1.073121E+02  2.354986E+02  1.295072E+01  2.262116E+01  3.523107E+01  1.345341E+02  9.542636E+00  4.600914E+00  2.844898E+02  2.982074E+00
1.135086E+02  7.074413E+02  1.198483E+03  9.916584E+01  2.294719E+02  1.394650E+01  2.177319E+01  3.413769E+01  1.317215E+02  8.700949E+00  5.453705E+00  2.700625E+02  3.372138E+00
1.161526E+02  6.844624E+02  1.163513E+03  1.001226E+02  2.232314E+02  1.110665E+01  1.981296E+01  3.588301E+01  1.251837E+02  9.113147E+00  6.224605E+00  2.520355E+02  3.661532E+00
1.188581E+02  6.723013E+02  1.146172E+03  9.366894E+01  2.154465E+02  1.276219E+01  2.087275E+01  3.264100E+01  1.191536E+02  7.832250E+00  4.134792E+00  2.464972E+02  2.783033E+00
1.216267E+02  6.554826E+02  1.094906E+03  8.998267E+01  2.065017E+02  1.146152E+01  2.020336E+01  3.360752E+01  1.162859E+02  8.625282E+00  4.662315E+00  2.409640E+02  2.758536E+00
1.244597E+02  6.391572E+02  1.068350E+03  8.975689E+01  1.980043E+02  1.207390E+01  1.799694E+01  3.094411E+01  1.087030E+02  8.125201E+00  3.986664E+00  2.283030E+02  3.151363E+00
1.273587E+02  6.194878E+02  1.036759E+03  8.541333E+01  1.962058E+02  1.042621E+01  1.888592E+01  3.046236E+01  1.080096E+02  6.938442E+00  4.971932E+00  2.189505E+02  3.228045E+00
1.303253E+02  6.045163E+02  1.009570E+03  8.568091E+01  1.903980E+02  1.084155E+01  1.682435E+01  2.995025E+01  1.026503E+02  7.034319E+00  3.625938E+00  2.066059E+02  2.320600E+00
1.333610E+02  5.901889E+02  9.833647E+02  7.958479E+01  1.812095E+02  9.992392E+00  1.576814E+01  2.622117E+01  1.006326E+02  7.689181E+00  2.834721E+00  2.028597E+02  2.303211E+00
1.364674E+02  5.827798E+02  9.543668E+02  7.780785E+01  1.768077E+02  9.661055E+00  1.544384E+01  2.635148E+01  9.571023E+01  6.752350E+00  4.328430E+00  1.928056E+02  2.527803E+00
1.396461E+02  5.607159E+02  9.150463E+02  7.745797E+01  1.689254E+02  9.305785E+00  1.631050E+01  2.615772E+01  9.238107E+01  6.530969E+00  3.823832E+00  1.860819E+02  2.098032E+00
1.428989E+02  5.525490E+02  8.928946E+02  7.367761E+01  1.643857E+02  8.928615E+00  1.517865E+01  2.483478E+01  8.779805E+01  6.117755E+00  3.373032E+00  1.756292E+02  2.546309E+00
1.462274E+02  5.435262E+02  8.586415E+02  7.258219E+01  1.591573E+02  8.983905E+00  1.441303E+01  2.439873E+01  8.483004E+01  5.493755E+00  3.554782E+00  1.668809E+02  1.712759E+00
1.496335E+02  5.267644E+02  8.327172E+02  7.121425E+01  1.522501E+02  8.558342E+00  1.297963E+01  2.292751E+01  8.428861E+01  5.810830E+00  2.779093E+00  1.618821E+02  1.642191E+00
1.531189E+02  5.123974E+02  8.161386E+02  6.789582E+01  1.469636E+02  7.869742E+00  1.327055E+01  2.070822E+01  7.956155E+01  5.802006E+00  2.592386E+00  1.535371E+02  1.728257E+00
1.566855E+02  4.991957E+02  7.916800E+02  6.354551E+01  1.453374E+02  7.781083E+00  1.384309E+01  2.280038E+01  7.732828E+01  5.187389E+00  2.503217E+00  1.480818E+02  1.930191E+00
1.603352E+02  4.932261E+02  7.651120E+02  6.372004E+01  1.374019E+02  7.161873E+00  1.364587E+01  2.083722E+01  7.421233E+01  5.010364E+00  2.446236E+00  1.383450E+02  1.738891E+00
1.640699E+02  4.838422E+02  7.440669E+02  6.033987E+01  1.357143E+02  7.776499E+00  1.177996E+01  2.056452E+01  7.347351E+01  4.781107E+00  2.419355E+00  1.339286E+02  1.209678E+00
1.678915E+02  4.686348E+02  7.197837E+02  5.958558E+01  1.273617E+02  6.107733E+00  1.227176E+01  2.037788E+01  6.704434E+01  4.447105E+00  2.505015E+00  1.254196E+02  1.407312E+00
1.718022E+02  4.629734E+02  6.970732E+02  5.976956E+01  1.224547E+02  7.123938E+00  1.210244E+01  1.752104E+01  6.714105E+01  4.235855E+00  2.778061E+00  1.186314E+02  1.457794E+00
1.758040E+02  4.430808E+02  6.803188E+02  5.521039E+01  1.194523E+02  6.639224E+00  1.083242E+01  1.755228E+01  6.238720E+01  3.736243E+00  2.499789E+00  1.165493E+02  1.478370E+00
1.798990E+02  4.340720E+02  6.534327E+02  5.264026E+01  1.156562E+02  6.172885E+00  1.048077E+01  1.733661E+01  5.731590E+01  4.412956E+00  2.048873E+00  1.091681E+02  1.392183E+00
1.840894E+02  4.207773E+02  6.339382E+02  5.110832E+01  1.073762E+02  5.595989E+00  1.070425E+01  1.519645E+01  5.955364E+01  4.492193E+00  2.515628E+00  1.048863E+02  1.001117E+00
1.883774E+02  4.168685E+02  6.004181E+02  5.032123E+01  1.048317E+02  5.443523E+00  9.908717E+00  1.552784E+01  5.546373E+01  4.389938E+00  2.031914E+00  9.547488E+01  1.003414E+00
1.927653E+02  4.037023E+02  5.878786E+02  4.787652E+01  1.028622E+02  5.344128E+00  9.634139E+00  1.512535E+01  5.224007E+01  3.701666E+00  2.010176E+00  8.687885E+01  1.078631E+00
1.972553E+02  3.886675E+02  5.662079E+02  4.700233E+01  9.805327E+01  5.366219E+00  8.744061E+00  1.365511E+01  5.040412E+01  2.970585E+00  1.868594E+00  8.224209E+01  9.103406E-01
